ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
6309,Digitisation of Processes for Border Force Officers,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6309,digital-outcomes-and-specialists-2,digital-outcomes,,"Home Office, Border Force",homeoffice.gsi.gov.uk,London,2018-02-14,2 weeks,2 years,5.0,3.0,8.0,closed,,,,
6306,Digital maturity benchmark and transformation to improve the citizens experience and how we serve,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6306,digital-outcomes-and-specialists-2,digital-outcomes,,Doncaster MBC,doncaster.gov.uk,Yorkshire and the Humber,2018-02-13,2 weeks,six months,8.0,4.0,12.0,awarded,FUTUREGOV. LTD,small,75000.0,2018-5-30
6329,Digital Developer Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6329,digital-outcomes-and-specialists-2,digital-outcomes,,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-02-15,2 weeks,Up to 2 years  (24 months),6.0,6.0,12.0,cancelled,,,,
6328,CYBER SECURITY AND NETWORK ARCHITECTURE SUBJECT MATTER EXPERT TO SECURITY INFRASTRUCTURE 2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6328,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence Corsham,mod.gov.uk,South West England,2018-02-14,1 week,Work to be completed by 31/03/2018,8.0,4.0,12.0,awarded,BMT Defence Services Limited,large,18800.0,2018-03-05
6327,CYBER SECURITY AND NETWORK ARCHITECTURE SUBJECT MATTER EXPERT TO SECURITY INFRASTRUCTURE,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6327,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Ministry of Defence Corsham,mod.gov.uk,South West England,2018-02-14,1 week,Work to be completed by 31/03/2018,8.0,5.0,13.0,awarded,BMT Defence Services Limited,large,15000.0,2018-03-05
6326,Discovery (and support to subsequent procurement) for a talent management IT system for the NHS,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6326,digital-outcomes-and-specialists-2,digital-specialists,userResearcher,NHS Leadership Academy (part of Health Education England),hee.nhs.uk,Offsite,2018-02-15,2 weeks,likely 3-6 months,10.0,4.0,14.0,awarded,Badenoch & Clark,large,65000.0,2018-4-30
6324,Gullies Water Sensor - Proof of Concept,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6324,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Infrastructure Northern Ireland,infrastructure-ni.gov.uk,Northern Ireland,2018-02-15,2 weeks,Work must be completed by 31st March 2018,1.0,1.0,2.0,awarded,BT PLC,large,29450.0,2018-03-16
6320,ECO Scheme Register Re-write,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6320,digital-outcomes-and-specialists-2,digital-outcomes,,Ofgem,ofgem.gov.uk,London,2018-02-14,2 weeks,7 months,7.0,4.0,11.0,closed,,,,
6347,Content Designer for Forestry Commission transition to GOV.UK,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6347,digital-outcomes-and-specialists-2,digital-specialists,contentDesigner,Forestry Commission,forestry.gsi.gov.uk,South West England,2018-02-15,1 week,2 months,7.0,1.0,8.0,closed,,,,
6349,Careers Wales Website,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6349,digital-outcomes-and-specialists-2,digital-outcomes,,Careers Wales,careerswales.com,Wales,2018-03-01,2 weeks,2 Years,4.0,6.0,10.0,closed,,,,
6341,NHS Professionals Customer Engagement Programme; Development and Support Services Capability,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6341,digital-outcomes-and-specialists-2,digital-outcomes,,NHS Professionals Ltd,nhsprofessionals.nhs.uk,Offsite,2018-02-23,2 weeks,24 months,2.0,1.0,3.0,awarded,Infosys Limited,large,1282725.0,2018-06-01
6340,Content Designer for Forestry Commission transition to GOV.UK copy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6340,digital-outcomes-and-specialists-2,digital-specialists,contentDesigner,Forestry Commission,forestry.gsi.gov.uk,South West England,2018-02-15,1 week,2 months,8.0,,8.0,closed,,,,
6336,Digital user researcher to assess impact of GOV.UK worldwide navigation changes,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6336,digital-outcomes-and-specialists-2,digital-specialists,userResearcher,Foreign and Commonwealth Office Digital transformation unit,fco.gov.uk,London,2018-02-15,1 week,2 weeks with potential for extension,4.0,1.0,5.0,cancelled,,,,
6352,Design Excel spreadsheet tool and plan a programme of user testing,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6352,digital-outcomes-and-specialists-2,digital-outcomes,,Education & Skills Funding Agency,education.gov.uk,London,2018-02-16,2 weeks,Four months,10.0,1.0,11.0,closed,,,,
6355,ISS ASDT Cortisone Prorgamme Project Controls,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6355,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,Ministry of Defence  - Information Systems and Services,mod.gov.uk,South West England,2018-02-16,1 week,6 months,11.0,2.0,13.0,awarded,i3Works Ltd,small,76940.0,2018-03-26
6373,Talk to Frank,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6373,digital-outcomes-and-specialists-2,digital-outcomes,,Public Health England,phe.gov.uk,London,2018-02-19,2 weeks,24 months (Total duration of all phases of project),23.0,2.0,25.0,awarded,cxpartners,small,600000.0,2018-06-01
6362,Information Server DataStage ETL Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6362,digital-outcomes-and-specialists-2,digital-specialists,developer,"MOD, Defence Equipment and Support",mod.uk,East of England,2018-02-19,1 week,12 months with option of 6 months extension,,3.0,3.0,awarded,IBM United Kingdom Ltd,large,241500.0,2018-04-03
6361,Digital: Energy Efficiency for SMEs,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6361,digital-outcomes-and-specialists-2,digital-outcomes,,"BEIS (Business, Energy and Industrial Strategy)",beis.gov.uk,London,2018-02-19,2 weeks,12 weeks,6.0,7.0,13.0,closed,,,,
6360,Information Server DataStage ETL Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6360,digital-outcomes-and-specialists-2,digital-specialists,developer,"MOD, Defence Equipment and Support",mod.uk,East of England,2018-02-19,1 week,12 months with option of 6 month extension,2.0,3.0,5.0,awarded,IBM United Kingdom Ltd,large,187611.75,2018-04-03
6374,C11383 Home Office Interim Services Support for HOF based services,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6374,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,Offsite,2018-02-27,2 weeks,Up to 2 years.,6.0,3.0,9.0,awarded,Marvell Consulting Limited,small,804000.0,2018-05-15
6375,ETL Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6375,digital-outcomes-and-specialists-2,digital-specialists,developer,Office of Rail and Road,orr.gsi.gov.uk,London,2018-02-20,2 weeks,Less than 4 weeks,5.0,,5.0,awarded,Lucid Support Services Ltd,small,8000.0,2018-03-22
6377,TfL - Privacy and Data Protection Design Principles and Recommendations,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6377,digital-outcomes-and-specialists-2,digital-outcomes,,Transport for London,tfl.gov.uk,London,2018-02-28,2 weeks,2 months,11.0,4.0,15.0,unsuccessful,,,,
6378,Laravel Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6378,digital-outcomes-and-specialists-2,digital-specialists,developer,Cabinet Office (No 10/Cabinet Office Digital Comms),cabinetoffice.gov.uk,London,2018-02-20,1 week,1 month,2.0,,2.0,awarded,Lucid Support Services Ltd,small,9000.0,2018-04-11
6396,User Researcher - digital UK Ship Registration and Seafarer Training Certification and Medicals,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6396,digital-outcomes-and-specialists-2,digital-specialists,userResearcher,Maritime & Coastguard Agency (MCA),mcga.gov.uk,South East England,2018-02-22,1 week,Up to 1 year,10.0,1.0,11.0,closed,,,,
6388,Provision of a UK Nuclear Safeguards Information Management and Reporting System (SIMRS),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6388,digital-outcomes-and-specialists-2,digital-outcomes,,Office for Nuclear Regulation (ONR),hse.gov.uk,North West England,2018-02-21,2 weeks,,8.0,6.0,14.0,closed,,,,
6387,Provision of Programme Delivery Services and Portfolio Services for the Digital Policing Portfolio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6387,digital-outcomes-and-specialists-2,digital-outcomes,,The Police and Crime Commissioner for Sussex on behalf of the NPCC Digital Policing Portfolio,sussex.pnn.police.uk,London,2018-02-21,2 weeks,One year with provision for two six month extension periods,4.0,5.0,9.0,awarded,Issured Ltd,small,5157000.0,2018-04-03
6407,DOS_012: Development and Live Support of the DWP Digital Children’s Platform and other systems,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6407,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Work & Pensions,dwp.gsi.gov.uk,North East England,2018-03-20,2 weeks,2 years,1.0,4.0,5.0,closed,,,,
6403,C12961 Home Office Unified Communications Service Transition & Programme Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6403,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2018-05-09,2 weeks,2 years with the option to extend by 6 months,1.0,4.0,5.0,closed,,,,
6398,Improve the customer experience and extend the features of raising a repair to a Hackney property,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6398,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2018-02-22,2 weeks,6 months,2.0,2.0,4.0,awarded,dxw,small,139500.0,2018-04-16
6397,Improve how we send a repair operative to a job and enable progress of that job to be tracked,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6397,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2018-02-22,2 weeks,6 months,8.0,2.0,10.0,awarded,Unboxed Consulting Ltd,small,232100.0,2018-04-16
6410,Analytics Hub - Phase 2 - Data scientists,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6410,digital-outcomes-and-specialists-2,digital-outcomes,,Financial Conduct Authority,fca.org.uk,London,2018-02-23,2 weeks,3 months,6.0,3.0,9.0,awarded,BAE Systems Applied Intelligence Limited,large,60000.0,2018-04-06
6412,NHS Improvement Data & Analytics Product Development & Platform Enhancement,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6412,digital-outcomes-and-specialists-2,digital-outcomes,,NHS Improvement (NHSI)  (Monitor will be the contracting body),nhs.net,London,2018-03-01,2 weeks,Two years.,8.0,11.0,19.0,awarded,PA Consulting Services Limited (UK),large,3225000.0,2018-06-1
6420,Organisational Design for Transforming Government Security programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6420,digital-outcomes-and-specialists-2,digital-outcomes,,"Cabinet Office, plus all government departments",cabinetoffice.gov.uk,London,2018-03-01,2 weeks,2 years (maximum),4.0,8.0,12.0,awarded,,,,
6419,Microsoft Dynamics Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6419,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-01,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",5.0,2.0,7.0,closed,,,,
6413,SurfaceNet Collate Platform,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6413,digital-outcomes-and-specialists-2,digital-outcomes,,Met Office,metoffice.gov.uk,South West England,2018-02-26,2 weeks,2 years,3.0,5.0,8.0,awarded,CACI UK Ltd,large,1000000.0,2018-06-04
6424,Development & Support for Kew.org (RBGKEW/522),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6424,digital-outcomes-and-specialists-2,digital-outcomes,,"Royal Botanic Gardens, Kew",kew.org,London,2018-02-28,2 weeks,2 years,9.0,2.0,11.0,closed,,,,
6425,ISS Delivery Manager for GFA MODNet  LOAP DIST/400,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6425,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,"Ministry of Defence , Information & Services",mod.gov.uk,South West England,2018-03-19,1 week,"Eleven months , with an option to extend for a further eleven months",8.0,2.0,10.0,awarded,Cadmidium Services Ltd,small,126000.0,2018-05-03
6429,Operational Cloud Service Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6429,digital-outcomes-and-specialists-2,digital-outcomes,,DVLA,dvla.gsi.gov.uk,Wales,2018-02-27,2 weeks,12 Months,4.0,,4.0,awarded,M4 Managed Services International Limited,small,671000.0,2018-04-02
6437,Legal Aid Agency (LAA) Cloud Infrastructure Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6437,digital-outcomes-and-specialists-2,digital-outcomes,,Legal Aid Agency (LAA/MoJ),digital.justice.gov.uk,London,2018-02-28,2 weeks,4-6 months (with potential 3 month extension),6.0,4.0,10.0,closed,,,,
6436,IT Borders ABC Solution Architect,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6436,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,"Home Office Digital, Data and Technology, DSAB Programme",homeoffice.gsi.gov.uk,London,2018-02-28,1 week,To 30/6/2019 with the option to extend for 6 months,20.0,5.0,25.0,closed,,,,
6434,PS/18/45 - Rationale Tooling Configuration Build Specialist,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6434,digital-outcomes-and-specialists-2,digital-specialists,developer,The Application Support & Infrastructure (ASI) organisation in DVLA,dvla.gsi.gov.uk,Wales,2018-02-28,1 week,3 months with option to extend for a further 3  months,5.0,1.0,6.0,unsuccessful,,,,
6433,Provision of Specialist Support to Land Environment Tactical CIS (LE TacCIS) Program,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6433,digital-outcomes-and-specialists-2,digital-outcomes,,"Army HQ, Director Information",mod.gov.uk,South East England,2018-02-28,2 weeks,1 Year with upto 12 month extension period,3.0,4.0,7.0,awarded,TP Group plc,medium,165021.75,2018-04-03
6435,NELCSU - Medway Area   - AD Project,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6435,digital-outcomes-and-specialists-2,digital-specialists,designer,NELCSU - Kent and Medway Area,nhs.net,South East England,2018-02-28,1 week,50-80 days,,1.0,1.0,cancelled,,,,
6454,WP1544: Agile development Team to improve the technical documentation pages for GDS products,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6454,digital-outcomes-and-specialists-2,digital-outcomes,,"Government Digital Service, part of Cabinet Office",digital.cabinet-office.gov.uk,London,2018-03-01,2 weeks,2 months,2.0,,2.0,awarded,Convivio,micro,53550.0,2018-5-4
6452,NELCSU South - Infrastructure GP AD Project,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6452,digital-outcomes-and-specialists-2,digital-outcomes,,NELCSU  - Kent and Medway Area,nhs.net,South East England,2018-03-01,2 weeks,To finish by 31/09/2018,2.0,1.0,3.0,awarded,Keystream Healthcare Resources Limited,small,148000.0,2018-03-26
6445,"Lead Data Engineer, Analytics and Information Management (AIM) Project (Ref: CON-18-038)",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6445,digital-outcomes-and-specialists-2,digital-specialists,developer,The Financial Conduct Authority (FCA),fca.org.uk,London,2018-03-02,1 week,,4.0,2.0,6.0,unsuccessful,,,,
6443,Crime Programme Programme Manager for C2I,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6443,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,HM Courts and Tribunal Service (HMCTS) & Crown Prosecution Service (CPS),hmcts.net,London,2018-03-01,1 week,12 months,16.0,4.0,20.0,closed,,,,
6442,Microsoft Dynamics Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6442,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-01,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",6.0,1.0,7.0,cancelled,,,,
6441,HJIS Programme Direction and Clinical Oversight,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6441,digital-outcomes-and-specialists-2,digital-outcomes,,NEL CSU,nhs.net,London,2018-03-01,2 weeks,6 months,1.0,,1.0,closed,,,,
6440,NHS Business Services Authority (NHSBSA) - Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6440,digital-outcomes-and-specialists-2,digital-outcomes,,NHS Business Services Authority,nhs.net,North East England,2018-03-07,2 weeks,2 years,12.0,8.0,20.0,awarded,Mastek (UK) Ltd,large,6000000.0,2018-05-02
6446,New ESPO website - catalogue and frameworks,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6446,digital-outcomes-and-specialists-2,digital-outcomes,,Eastern Shires Purchasing Organisation (ESPO),espo.org,East Midlands,2018-04-04,2 weeks,2 years with the possibility for all complaint extensions,4.0,1.0,5.0,closed,,,,
6462,Her Majesty's Passport Office - Digital Developer Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6462,digital-outcomes-and-specialists-2,digital-outcomes,,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-02,2 weeks,Up to 2 years  (24 months),8.0,7.0,15.0,closed,,,,
6458,Delivery partner for the development of the Energy Customer Database,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6458,digital-outcomes-and-specialists-2,digital-outcomes,,Office of the Gas and Electricity Markets (Ofgem),ofgem.gov.uk,London,2018-03-02,2 weeks,9 months,8.0,7.0,15.0,closed,,,,
6457,LAA non-live environment hosting and portfolio support Database Administrators,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6457,digital-outcomes-and-specialists-2,digital-outcomes,,Legal Aid Agency,justice.gsi.gov.uk,London,2018-03-06,2 weeks,2 years,4.0,1.0,5.0,awarded,Redrock Consulting Ltd,medium,1594008.0,2018-06-01
6464,Discovery phase and development of an MVP for a ‘Hackney Welcome’ service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6464,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2018-03-04,2 weeks,6 months,13.0,1.0,14.0,closed,,,,
6466,Her Majesty's Passport Office - Big Data Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6466,digital-outcomes-and-specialists-2,digital-specialists,developer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-05,1 week,Up to 2 years (24 months),9.0,2.0,11.0,unsuccessful,,,,
6469,Lead Solutions Architect,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6469,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,"Scottish Environment Protection Agency (SEPA), Central Belt, Scotland",sepa.org.uk,Scotland,2018-03-05,1 week,Contract to 29/06/18 with possibility of extension,7.0,2.0,9.0,awarded,LA International Computer Consultants Limited,large,52000.0,2018-04-09
6478,"Continued support for ASP, GIAS, and SPT services",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6478,digital-outcomes-and-specialists-2,digital-outcomes,,"Data Modernisation Division (DMD), Data Group, Department for Education (DfE)",education.gov.uk,Offsite,2018-03-08,2 weeks,24 months,2.0,,2.0,awarded,Olive Jar Digital,small,3854700.0,2018-06-01
6482,UK SBS IT18090 BEIS Lead Technical Architect,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6482,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,"Department for Business, Energy and Industrial Strategy (BEIS)",uksbs.co.uk,London,2018-03-06,1 week,"3 months with possible extension of 3 months, contingent on spend approval and other campaigns.",12.0,,12.0,awarded,Empiric Solutions Limited,medium,99000.0,2018-04-23
6481,WP1559: Procurement and contracting reforms multi-discipline team (re-issued),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6481,digital-outcomes-and-specialists-2,digital-outcomes,,"Government Digital Service, part of Cabinet Office",digital.cabinet-office.gov.uk,London,2018-03-06,2 weeks,12 months,8.0,3.0,11.0,awarded,Kainos Software Ltd,large,328900.0,2018-04-18
6477,Digital Services User Research Participant Recruitment,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6477,digital-outcomes-and-specialists-2,user-research-participants,,HM Revenue and Customs,hmrc.gsi.gov.uk,London,2018-03-09,2 weeks,,1.0,,1.0,awarded,cxpartners,small,80000.0,2018-05-08
6473,IT Security Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6473,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,Ambulance Radio Programme (ARP),nhs.net,London,2018-03-13,2 weeks,6 months,13.0,,13.0,awarded,SA Group Ltd,small,46000.0,2018-05-08
6475,Digital Strategy Consultant,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6475,digital-outcomes-and-specialists-2,digital-outcomes,,University of Exeter,exeter.ac.uk,South West England,2018-03-09,2 weeks,2 months,9.0,3.0,12.0,closed,,,,
6476,LAA non-live environment hosting and portfolio support Architects,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6476,digital-outcomes-and-specialists-2,digital-outcomes,,Legal Aid Agency,justice.gsi.gov.uk,London,2018-03-06,2 weeks,2 years,4.0,1.0,5.0,closed,,,,
6472,GDE Project Management Service Work Package Cerner Electronic Patient Record,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6472,digital-outcomes-and-specialists-2,digital-outcomes,,The Newcastle upon Tyne Hospitals NHS Foundation Trust,nuth.nhs.uk,North East England,2018-03-12,2 weeks,12-MONTHS,1.0,,1.0,closed,,,,
6501,Lead DevOps Engineer - C,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6501,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-08,2 weeks,12 months with optional further period of up to 12 months depending on business need & performance.,13.0,3.0,16.0,closed,,,,
6500,Lead DevOps Engineer - B,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6500,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-08,2 weeks,12 months with optional further period of up to 12 months depending on business need & performance.,13.0,3.0,16.0,closed,,,,
6496,"FINANCIAL, PLANNING AND RISK MANAGEMENT ANALYST",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6496,digital-outcomes-and-specialists-2,digital-specialists,performanceAnalyst,Ministry of Defence,mod.gov.uk,South West England,2018-03-08,2 weeks,31st March 2020,6.0,3.0,9.0,closed,,,,
6493,Open University Technology Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6493,digital-outcomes-and-specialists-2,digital-outcomes,,The Open University,open.ac.uk,South East England,2018-03-08,2 weeks,"The contract is expected to last for two years, with the option to extend for a further six months.",6.0,9.0,15.0,closed,,,,
6491,Lead DevOps Engineer -A,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6491,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-08,2 weeks,12 months with optional further period of up to 12 months depending on busness need and performance.,19.0,2.0,21.0,closed,,,,
6503,Defence Learning & Management Capability (DLMC) - Future Services Delivery Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6503,digital-outcomes-and-specialists-2,digital-outcomes,,Ministry of Defence  -ISS (Information Systems and Services),mod.gov.uk,South West England,2018-03-14,2 weeks,11 Months,3.0,5.0,8.0,awarded,,,,
6506,Alpha (B) - DfE Intervention in an Academy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6506,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Education,education.gov.uk,London,2018-03-09,2 weeks,"2 week inception, followed by 8 week alpha phase, to be completed by 06/07/2018",9.0,5.0,14.0,awarded,Sopra Steria Ltd,large,180450.0,2018-05-01
6508,"Social Work England digital user research, user experience, accessibility and content",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6508,digital-outcomes-and-specialists-2,digital-outcomes,,DfE / DH / Social Work England,education.gov.uk,Yorkshire and the Humber,2018-03-09,2 weeks,April 2018 to 31 May 2019,19.0,5.0,24.0,cancelled,,,,
6519,User Experience (UX/UI) Designer Specialist,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6519,digital-outcomes-and-specialists-2,digital-specialists,designer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-12,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",11.0,3.0,14.0,awarded,Be-IT Resourcing Limited,small,66015.0,2018-03-26
6521,Lewisham Council main website build,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6521,digital-outcomes-and-specialists-2,digital-outcomes,,Lewisham Council,lewisham.gov.uk,Offsite,2018-03-12,2 weeks,2 years,8.0,3.0,11.0,awarded,Graph Digital Ltd,small,84800.0,2018-05-21
6518,Software Developer/Front end developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6518,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-12,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",7.0,2.0,9.0,closed,,,,
6517,Business Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6517,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-12,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",22.0,4.0,26.0,awarded,Empiric Solutions Limited,medium,70875.0,2018-04-16
6514,Microsoft Dynamics 365 Developer (CRM),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6514,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-20,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",9.0,2.0,11.0,awarded,Be-IT Resourcing Limited,small,70200.0,2018-03-26
